ra,dec,d,phase
105.01387,-6.29079,749.0218,115
105.17278,-6.03095,741.5924,115
105.33405,-5.76413,734.1647,115
105.49755,-5.49008,726.7391,115
105.6631,-5.20866,719.3169,115
105.83065,-4.91979,711.8989,115
106.00008,-4.62344,704.4859,115
106.17113,-4.3193,697.0789,115
106.34371,-4.00744,689.6784,115
106.51775,-3.68747,682.2855,115
106.69295,-3.35944,674.9009,115
106.86927,-3.02306,667.5255,115
107.04639,-2.6783,660.16,115
107.22433,-2.32473,652.8051,115
107.40274,-1.96257,645.4614,115
107.58154,-1.59133,638.13,115
107.76051,-1.21082,630.8114,115
107.93936,-0.82103,623.5063,115
108.11802,-0.42158,616.2154,115
108.29624,-0.01232,608.9394,115
108.47378,0.40702,601.679,115
108.65041,0.83659,594.435,115
108.82585,1.27675,587.2079,115
109.00001,1.72781,579.9985,115
109.1725,2.18996,572.8073,115
109.3431,2.66356,565.6354,115
109.51153,3.14883,558.4832,115
109.67762,3.64624,551.3517,115
109.84088,4.15603,544.2415,115
110.00125,4.67871,537.1535,115
110.15826,5.21451,530.0885,115
110.3116,5.76402,523.0475,115
110.46104,6.32746,516.0314,115
110.60615,6.90549,509.0413,115
110.74654,7.49843,502.0781,115
110.8819,8.10699,495.1432,115
111.01174,8.73155,488.2378,115
111.13571,9.37267,481.363,115
111.2532,10.03099,474.5205,115
111.36396,10.70721,467.7118,115
111.46735,11.40184,460.9385,115
111.56286,12.11567,454.2026,115
111.6499,12.84944,447.5059,115
111.72785,13.60376,440.8508,115
111.796,14.37966,434.2393,115
111.85385,15.17779,427.6741,115
111.9004,15.99916,421.1579,115
111.93499,16.84457,414.6939,115
111.95657,17.71491,408.285,115
111.96442,18.6112,401.9348,115
111.95727,19.53456,395.647,115
111.93413,20.48585,389.4259,115
111.89373,21.46624,383.2758,115
111.83477,22.4767,377.2014,115
111.75557,23.51844,371.2079,115
111.65465,24.59245,365.3008,115
111.53015,25.69989,359.4863,115
111.3801,26.8418,353.7706,115
111.20223,28.01933,348.1607,115
110.99421,29.23328,342.6639,115
110.75303,30.48467,337.2882,115
110.47581,31.77437,332.0418,115
110.15894,33.10307,326.934,115
109.79849,34.47133,321.9741,115
109.39011,35.87938,317.1723,115
108.92873,37.32745,312.5392,115
108.40861,38.81528,308.0858,115
107.82323,40.34238,303.824,115
107.16487,41.90777,299.7659,115
106.42528,43.5099,295.924,115
105.59414,45.14676,292.3114,115
104.65998,46.81563,288.9412,115
103.60941,48.51296,285.8271,115
102.42697,50.23429,282.9826,115
101.09444,51.97419,280.4212,115
99.59062,53.72612,278.1562,115
97.89094,55.48194,276.2007,115
95.96701,57.23227,274.5673,115
93.78605,58.9657,273.2679,115
91.3107,60.66911,272.3135,115
88.49979,62.32722,271.7143,115
85.30847,63.92189,271.479,115
81.69128,65.43289,271.6152,115
77.60609,66.83729,272.1294,115
73.02086,68.10987,273.0259,115
67.92328,69.22386,274.3079,115
62.33342,70.15296,275.9768,115
56.31312,70.87323,278.0323,115
49.97333,71.36634,280.4727,115
43.46676,71.62235,283.2947,115
36.97107,71.6424,286.4933,115
30.66081,71.43849,290.0623,115
24.68164,71.03171,293.9943,115
19.13562,70.44966,298.2809,115
14.07561,69.72264,302.9124,115
9.51464,68.88047,307.8787,115
5.43549,67.95113,313.1687,115
1.80381,66.95892,318.7708,115
358.57593,65.92498,324.6731,115
355.70618,64.86647,330.8635,115
353.15017,63.79777,337.3294,115
350.86685,62.73032,344.0582,115
348.8197,61.67334,351.0375,115
346.97651,60.63406,358.2545,115
345.30953,59.61833,365.697,115
343.79416,58.63058,373.3525,115
342.40987,57.67422,381.2089,115
341.13857,56.75188,389.2546,115
339.96471,55.86565,397.4775,115
338.87489,55.01678,405.8667,115
337.85762,54.20633,414.4108,115
336.9026,53.43485,423.0996,115
336.00111,52.7028,431.9223,115
335.14536,52.01031,440.8694,115
334.32869,51.35719,449.9312,115
333.54481,50.74324,459.0987,115
332.78849,50.16821,468.3635,115
332.0549,49.63148,477.7175,115
331.3398,49.13253,487.1532,115
330.6395,48.67087,496.664,115
329.95036,48.24571,506.2434,115
329.26951,47.85622,515.8862,115
328.59419,47.50158,525.5873,115
327.92193,47.18088,535.3427,115
327.25059,46.89314,545.1493,115
326.57837,46.63719,555.0046,115
325.90349,46.41209,564.9069,115
325.22477,46.21645,574.8556,115
324.54108,46.0489,584.8504,115
323.85162,45.90804,594.8924,115
323.15586,45.79248,604.9831,115
322.45373,45.70036,615.1248,115
321.74503,45.63,625.3206,115
321.03039,45.57953,635.5735,115
320.31069,45.54692,645.8877,115
319.58694,45.53007,656.267,115
318.86066,45.52662,666.7155,115
318.13398,45.53434,677.2372,115
317.40897,45.55079,687.8355,115
316.68888,45.57331,698.5133,115
315.97658,45.59939,709.2726,115
315.27581,45.62628,720.1148,115
314.59068,45.65132,731.0393,115
313.92545,45.67179,742.0449,115
313.28483,45.68488,753.1286,115
312.67377,45.68793,764.2858,115
312.09749,45.67837,775.5109,115
311.56088,45.65369,786.7967,115
311.06929,45.61129,798.1352,115
310.62727,45.54919,809.5176,115
310.23977,45.46515,820.9353,115
309.91033,45.35739,832.3798,115
309.64243,45.22443,843.8438,115
309.43841,45.065,855.3215,115
309.29933,44.87831,866.8096,115
309.22562,44.66411,878.3073,115
309.21562,44.42269,889.8171,115
309.26626,44.15503,901.3444,115
309.37315,43.86284,912.8973,115
309.52958,43.54874,924.4867,115
309.72759,43.21634,936.124,115
309.95718,42.87033,947.8209,115
310.20732,42.51647,959.5875,115
310.46489,42.16157,971.4303,115
310.71641,41.8133,983.3513,115
310.94734,41.48029,995.3465,115
311.14291,41.1715,1007.4063,115
311.28897,40.89608,1019.5154,115
311.37176,40.66262,1031.656,115
311.37975,40.47889,1043.8096,115
311.30335,40.35068,1055.9615,115
311.13698,40.28135,1068.1042,115
310.87876,40.27127,1080.2405,115
310.5331,40.31694,1092.3839,115
310.11002,40.41068,1104.5575,115
309.62752,40.5406,1116.7879,115
309.11085,40.6905,1129.0984,115
308.59269,40.84124,1141.5002,115
308.11088,40.97149,1153.9865,115
307.7064,41.05942,1166.5316,115
307.41823,41.08528,1179.0975,115
307.27758,41.03306,1191.6482,115
307.30184,40.894,1204.1669,115
307.48806,40.66884,1216.6679,115
307.80944,40.37045,1229.1958,115
308.21357,40.0254,1241.8048,115
308.6276,39.67381,1254.5272,115
308.96646,39.36458,1267.3454,115
309.14681,39.14844,1280.1946,115
309.1047,39.06463,1293.0036,115
308.81449,39.12798,1305.7553,115
308.30796,39.31715,1318.5158,115
307.68376,39.57111,1331.3856,115
307.10083,39.79872,1344.3959,115
306.74131,39.90149,1357.4525,115
306.74252,39.80795,1370.431,115
307.11776,39.50998,1383.3489,115
307.70801,39.08953,1396.3733,115
308.21358,38.71283,1409.5689,115
308.32059,38.56518,1422.7509,115
307.88631,38.73114,1435.8055,115
307.10306,39.09241,1448.96,115
306.49206,39.35143,1462.3042,115
306.56968,39.23122,1475.5272,115
307.2972,38.74959,1488.729,115
101.99574,-11.80706,1369.7479,116
101.96931,-11.84728,1364.3602,116
101.94273,-11.88679,1358.9504,116
101.91605,-11.92545,1353.5184,116
101.88932,-11.96334,1348.0639,116
101.86253,-12.00025,1342.5871,116
101.83575,-12.03627,1337.0876,116
101.80895,-12.07139,1331.5654,116
101.78216,-12.10561,1326.0202,116
101.75554,-12.13885,1320.452,116
101.72896,-12.17106,1314.8607,116
101.70252,-12.20221,1309.246,116
101.67617,-12.23241,1303.6079,116
101.65014,-12.26145,1297.9462,116
101.62438,-12.28946,1292.2607,116
101.5988,-12.31627,1286.5512,116
101.57354,-12.34192,1280.8178,116
101.5487,-12.36637,1275.0601,116
101.52418,-12.38965,1269.2779,116
101.50021,-12.41156,1263.4713,116
101.47666,-12.43226,1257.6399,116
101.45375,-12.45154,1251.7836,116
101.43131,-12.46948,1245.9023,116
101.40951,-12.48599,1239.9958,116
101.38845,-12.50104,1234.0638,116
101.36814,-12.51462,1228.1063,116
101.34851,-12.52664,1222.1231,116
101.32982,-12.53711,1216.1141,116
101.312,-12.54593,1210.079,116
101.2952,-12.55315,1204.0178,116
101.27933,-12.55859,1197.9301,116
101.26462,-12.56226,1191.816,116
101.25092,-12.56411,1185.6752,116
101.23848,-12.56413,1179.5076,116
101.22733,-12.5622,1173.313,116
101.21739,-12.55836,1167.0914,116
101.20893,-12.55248,1160.8426,116
101.20195,-12.54456,1154.5665,116
101.1964,-12.53451,1148.263,116
101.19248,-12.52223,1141.932,116
101.19017,-12.50774,1135.5732,116
101.18962,-12.49107,1129.1868,116
101.19087,-12.47188,1122.7726,116
101.19392,-12.45037,1116.3306,116
101.19891,-12.42637,1109.8608,116
101.20588,-12.39976,1103.363,116
101.21502,-12.37066,1096.8372,116
101.22628,-12.33876,1090.2836,116
101.23961,-12.30419,1083.7022,116
101.25537,-12.26677,1077.0928,116
101.27339,-12.2266,1070.4557,116
101.29384,-12.18336,1063.7909,116
101.3169,-12.13718,1057.0985,116
101.34235,-12.08784,1050.3786,116
101.37054,-12.03539,1043.6314,116
101.40134,-11.97976,1036.857,116
101.43488,-11.9208,1030.0557,116
101.47133,-11.85839,1023.2277,116
101.51056,-11.79251,1016.3731,116
101.5527,-11.72318,1009.4925,116
101.59789,-11.65024,1002.5858,116
101.64615,-11.57354,995.6536,116
101.69741,-11.49312,988.6963,116
101.75191,-11.40885,981.7141,116
101.80963,-11.32063,974.7076,116
101.87049,-11.22838,967.6772,116
101.93467,-11.132,960.6232,116
102.00223,-11.03157,953.5464,116
102.07309,-10.92678,946.4472,116
102.14726,-10.81763,939.3262,116
102.22495,-10.70411,932.1839,116
102.30607,-10.58603,925.0211,116
102.3906,-10.4634,917.8383,116
102.47858,-10.33608,910.6363,116
102.57005,-10.20392,903.4158,116
102.66509,-10.06687,896.1775,116
102.7636,-9.92499,888.9221,116
102.86553,-9.77794,881.6504,116
102.97094,-9.62591,874.3634,116
103.0798,-9.46858,867.0616,116
103.19218,-9.30589,859.7462,116
103.30793,-9.13781,852.4177,116
103.42704,-8.96431,845.0772,116
103.5495,-8.78519,837.7256,116
103.67531,-8.60043,830.3638,116
103.80437,-8.40985,822.9926,116
103.93661,-8.21337,815.6129,116
104.07203,-8.01097,808.2258,116
104.21054,-7.80248,800.832,116
104.35211,-7.5879,793.4326,116
104.49662,-7.36695,786.0286,116
104.64396,-7.13969,778.6208,116
104.79409,-6.90601,771.2101,116
104.94685,-6.66567,763.7975,116
105.10221,-6.41879,756.384,116
105.26008,-6.16498,748.9703,116
105.42026,-5.90432,741.5574,116
105.5828,-5.6367,734.1463,116
105.7474,-5.36193,726.7376,116
105.91396,-5.07985,719.3325,116
106.08244,-4.79037,711.9316,116
106.25272,-4.49346,704.5358,116
106.42453,-4.18883,697.146,116
106.5978,-3.87652,689.7628,116
106.77226,-3.55624,682.3871,116
106.94799,-3.22788,675.0198,116
107.12459,-2.8913,667.6614,116
107.30199,-2.54637,660.3128,116
107.47995,-2.19277,652.9746,116
107.65841,-1.83059,645.6476,116
107.83709,-1.45944,638.3324,116
108.01579,-1.07913,631.0298,116
108.19438,-0.68954,623.7403,116
108.37254,-0.29045,616.4648,116
108.55009,0.11833,609.2036,116
108.7269,0.53714,601.9576,116
108.90273,0.96612,594.7275,116
109.07723,1.40557,587.5138,116
109.25019,1.85578,580.3172,116
109.42143,2.31701,573.1383,116
109.59071,2.78962,565.9779,116
109.75767,3.27379,558.8367,116
109.92205,3.76996,551.7153,116
110.08364,4.27847,544.6147,116
110.242,4.79969,537.5353,116
110.39704,5.33399,530.4782,116
110.54817,5.88186,523.4443,116
110.69525,6.44355,516.4344,116
110.83785,7.01972,509.4496,116
110.97559,7.6107,502.4908,116
111.10807,8.21714,495.5593,116
111.23495,8.83953,488.6564,116
111.35573,9.47832,481.7832,116
111.46998,10.13426,474.9412,116
111.57724,10.80796,468.132,116
111.67699,11.49997,461.3571,116
111.7687,12.21108,454.6186,116
111.8517,12.94201,447.9183,116
111.92553,13.69344,441.2584,116
111.98931,14.46631,434.6412,116
112.04253,15.2613,428.0691,116
112.08428,16.07944,421.5451,116
112.11388,16.92156,415.072,116
112.1303,17.78854,408.6531,116
112.13269,18.68136,402.2919,116
112.1198,19.60117,395.9919,116
112.09071,20.54884,389.7576,116
112.04403,21.52554,383.5934,116
111.97856,22.53227,377.5039,116
111.89261,23.57026,371.4943,116
111.78457,24.64047,365.5703,116
111.65257,25.74404,359.7378,116
111.49471,26.88209,354.0034,116
111.30871,28.05577,348.3741,116
111.09198,29.26581,342.8571,116
110.84181,30.51336,337.4605,116
110.55506,31.7992,332.1927,116
110.22808,33.12405,327.063,116
109.85711,34.48855,322.0808,116
109.43752,35.89285,317.2564,116
108.96428,37.3372,312.6004,116
108.43157,38.82137,308.1241,116
107.8328,40.34483,303.8395,116
107.16028,41.90663,299.7586,116
106.40538,43.50514,295.8944,116
105.55803,45.1384,292.2599,116
104.60653,46.80363,288.8684,116
103.53747,48.49722,285.7338,116
102.33491,50.2146,282.8697,116
100.98092,51.95034,280.2898,116
99.45413,53.69778,278.0076,116
97.72985,55.44866,276.0362,116
95.7797,57.19347,274.3886,116
93.5709,58.92061,273.0767,116
91.06636,60.61682,272.1116,116
88.22524,62.2666,271.5035,116
85.00371,63.85169,271.2614,116
81.35742,65.35168,271.3928,116
77.24596,66.74353,271.9043,116
72.63986,68.00204,272.8002,116
67.53021,69.10075,274.0836,116
61.94005,70.01364,275.7559,116
55.93412,70.71749,277.8167,116
49.62437,71.19464,280.2642,116
43.1631,71.43636,283.095,116
36.7237,71.44421,286.3038,116
30.47578,71.23087,289.8844,116
24.55943,70.8176,293.8292,116
19.0721,70.23191,298.1295,116
14.06371,69.50368,302.7755,116
9.54597,68.66247,307.7568,116
5.50159,67.73566,313.0623,116
1.89686,66.74746,318.68,116
358.68921,65.71843,324.5979,116
355.83394,64.66572,330.8036,116
353.28787,63.60332,337.2844,116
351.01067,62.54273,344.0278,116
348.96678,61.49284,351.0208,116
347.12442,60.46103,358.2509,116
345.45645,59.45293,365.7055,116
343.93863,58.47298,373.372,116
342.55062,57.52466,381.2384,116
341.27478,56.61034,389.2928,116
340.09565,55.7322,397.5232,116
338.99995,54.8915,405.9187,116
337.97636,54.08922,414.4678,116
337.01464,53.32592,423.1602,116
336.10622,52.60197,431.9853,116
335.24334,51.91752,440.9334,116
334.41936,51.27238,449.9951,116
333.62801,50.66636,459.1613,116
332.86415,50.09914,468.4237,116
332.12297,49.57009,477.7742,116
331.40021,49.07869,487.2056,116
330.6923,48.62441,496.7112,116
329.99557,48.20643,506.2849,116
329.30715,47.82393,515.9213,116
328.62429,47.4761,525.6157,116
327.94459,47.16196,535.3642,116
327.26582,46.88059,545.1638,116
326.58636,46.6307,555.0122,116
325.90444,46.41133,564.9078,116
325.21885,46.22111,574.8502,116
324.52849,46.05866,584.8393,116
323.83254,45.9226,594.8763,116
323.13067,45.81137,604.9628,116
322.42261,45.7233,615.1012,116
321.70848,45.65648,625.2947,116
320.98881,45.60912,635.5463,116
320.26449,45.5792,645.8603,116
319.53676,45.5645,656.2405,116
318.80693,45.5628,666.6908,116
318.07727,45.57182,677.2152,116
317.35008,45.58898,687.817,116
316.62831,45.61186,698.4988,116
315.91517,45.63777,709.2627,116
315.21432,45.66401,720.1096,116
314.52989,45.68796,731.0389,116
313.86617,45.70691,742.0489,116
313.22789,45.71807,753.1367,116
312.62001,45.71879,764.2973,116
312.04754,45.70664,775.5248,116
311.51572,45.67892,786.8121,116
311.02934,45.63335,798.151,116
310.59339,45.56771,809.5327,116
310.21213,45.48014,820.9487,116
309.88955,45.36859,832.3905,116
309.62876,45.23177,843.8512,116
309.43187,45.0685,855.3251,116
309.3,44.87795,866.8092,116
309.23313,44.66007,878.3033,116
309.22958,44.41515,889.8099,116
309.28616,44.14423,901.3349,116
309.39812,43.84918,912.8867,116
309.55888,43.53256,924.4761,116
309.76005,43.19822,936.1148,116
309.99177,42.8508,947.8141,116
310.2427,42.49625,959.5839,116
310.49988,42.14134,971.4302,116
310.74966,41.79386,983.3547,116
310.97762,41.46239,995.3526,116
311.16915,41.15585,1007.414,116
311.30999,40.88344,1019.5233,116
311.38681,40.65353,1031.6627,116
311.38828,40.47372,1043.8137,116
311.3051,40.34962,1055.9623,116
311.13184,40.28445,1068.1017,116
310.86723,40.27819,1080.2354,116
310.51583,40.32722,1092.3776,116
310.08829,40.42346,1104.5517,116
309.60294,40.55487,1116.7842,116
309.08527,40.70513,1129.0979,116
308.5682,40.85504,1141.503,116
308.08998,40.98311,1153.9915,116
307.69098,41.06791,1166.5368,116
307.40996,41.0898,1179.1008,116
307.27737,41.03318,1191.6483,116
307.30966,40.88973,1204.1638,116
307.50278,40.66073,1216.6633,116
307.82882,40.35964,1229.1922,116
308.23457,40.01351,1241.8043,116
308.64676,39.66281,1254.5299,116
308.98042,39.35647,1267.3495,116
309.15298,39.14482,1280.197,116
309.10171,39.06637,1293.0024,116
308.80314,39.13458,1305.7518,116
308.29103,39.32685,1318.5132,116
307.66574,39.58125,1331.3867,116
307.08741,39.80614,1344.3992,116
306.73707,39.90381,1357.4541,116
306.74908,39.80435,1370.4288,116
307.13238,39.50186,1383.3462,116
307.72403,39.08045,1396.3744,116
308.22306,38.70736,1409.5717,116
308.31844,38.56643,1422.7501,116
307.8737,38.73836,1435.803,116
307.08863,39.10047,1448.9614,116
306.48689,39.35427,1462.3058,116
306.57852,39.22635,1475.5248,116
307.31122,38.74167,1488.7296,116
102.0431,-11.78395,1369.616,117
102.01786,-11.8236,1364.2245,117
101.99257,-11.86249,1358.8108,117
101.96719,-11.90053,1353.3748,117
101.94184,-11.93776,1347.9163,117
101.91644,-11.97401,1342.4353,117
101.89094,-12.0094,1336.9316,117
101.86554,-12.04386,1331.4051,117
101.84021,-12.07738,1325.8557,117
101.81507,-12.10992,1320.2831,117
101.78997,-12.14143,1314.6874,117
101.76501,-12.17186,1309.0682,117
101.74022,-12.20132,1303.4255,117
101.71576,-12.22961,1297.7592,117
101.69157,-12.25688,1292.069,117
101.66756,-12.28294,1286.3549,117
101.64397,-12.3078,1280.6166,117
101.62079,-12.33145,1274.8541,117
101.59811,-12.35386,1269.0671,117
101.5758,-12.37497,1263.2556,117
101.554,-12.39483,1257.4193,117
101.53285,-12.41327,1251.558,117
101.51225,-12.43033,1245.6717,117
101.4923,-12.44597,1239.7602,117
101.47308,-12.46014,1233.8232,117
101.4547,-12.47279,1227.8608,117
101.43711,-12.48384,1221.8725,117
101.42034,-12.49338,1215.8584,117
101.40446,-12.50128,1209.8184,117
101.38969,-12.50753,1203.7521,117
101.37593,-12.51196,1197.6595,117
101.36324,-12.51466,1191.5404,117
101.35166,-12.51549,1185.3947,117
101.34133,-12.5145,1179.2223,117
101.3323,-12.51155,1173.023,117
101.32465,-12.50661,1166.7966,117
101.31839,-12.49966,1160.5432,117
101.31361,-12.49068,1154.2625,117
101.31036,-12.47951,1147.9545,117
101.30872,-12.46613,1141.6191,117
101.3087,-12.45053,1135.2562,117
101.31052,-12.4327,1128.8656,117
101.31415,-12.41235,1122.4475,117
101.31957,-12.38968,1116.0016,117
101.32702,-12.36448,1109.5282,117
101.33646,-12.33666,1103.0269,117
101.34805,-12.30635,1096.4979,117
101.36176,-12.27324,1089.9413,117
101.37764,-12.23741,1083.3569,117
101.39585,-12.19879,1076.745,117
101.41649,-12.15731,1070.1055,117
101.43948,-12.11281,1063.4386,117
101.46507,-12.06536,1056.7444,117
101.49313,-12.01471,1050.0229,117
101.52385,-11.96098,1043.2745,117
101.55725,-11.90404,1036.4992,117
101.59348,-11.84371,1029.6973,117
101.63245,-11.78003,1022.869,117
101.67437,-11.71277,1016.0146,117
101.71919,-11.64207,1009.1345,117
101.76696,-11.56779,1002.2287,117
101.8178,-11.48975,995.2978,117
101.87182,-11.4079,988.3421,117
101.92889,-11.32229,981.3621,117
101.98926,-11.23268,974.3581,117
102.05277,-11.13903,967.3307,117
102.11951,-11.0413,960.2802,117
102.1897,-10.93947,953.2073,117
102.26311,-10.83332,946.1125,117
102.3399,-10.72275,938.9964,117
102.42012,-10.60786,931.8595,117
102.50376,-10.48841,924.7026,117
102.59081,-10.3644,917.5262,117
102.6814,-10.23565,910.331,117
102.77537,-10.10211,903.1179,117
102.87273,-9.96377,895.8875,117
102.97364,-9.82053,888.6406,117
103.07796,-9.67214,881.3778,117
103.18577,-9.51875,874.1002,117
103.29693,-9.36011,866.8084,117
103.4115,-9.19615,859.5034,117
103.52945,-9.0268,852.1859,117
103.65075,-8.85203,844.8568,117
103.7754,-8.67163,837.5171,117
103.90321,-8.48569,830.1676,117
104.03435,-8.29388,822.8092,117
104.1685,-8.09625,815.4428,117
104.30583,-7.8927,808.0693,117
104.44614,-7.68312,800.6896,117
104.58943,-7.46748,793.3047,117
104.73566,-7.24548,785.9155,117
104.88453,-7.01726,778.5229,117
105.03619,-6.78263,771.1277,117
105.19049,-6.54133,763.7309,117
105.34721,-6.29359,756.3335,117
105.50635,-6.03896,748.9361,117
105.6678,-5.7775,741.5397,117
105.83144,-5.50916,734.1454,117
105.99714,-5.23368,726.7535,117
106.16463,-4.95099,719.3653,117
106.33396,-4.66095,711.9816,117
106.505,-4.36354,704.6029,117
106.6774,-4.0585,697.2302,117
106.85127,-3.7458,689.8641,117
107.02626,-3.42518,682.5055,117
107.20225,-3.09662,675.1551,117
107.37913,-2.75986,667.8137,117
107.55664,-2.41484,660.4817,117
107.73464,-2.06123,653.16,117
107.91298,-1.69913,645.8492,117
108.09146,-1.32812,638.55,117
108.2698,-0.94805,631.263,117
108.44787,-0.55882,623.9888,117
108.62553,-0.1601,616.7281,117
108.80243,0.24821,609.4813,117
108.97835,0.66638,602.2493,117
109.15321,1.09466,595.0326,117
109.32667,1.53336,587.8318,117
109.49845,1.9827,580.6475,117
109.66835,2.44296,573.4803,117
109.83614,2.91449,566.3309,117
110.00146,3.39747,559.2,117
110.16414,3.89238,552.0882,117
110.32387,4.39953,544.9964,117
110.48024,4.91927,537.925,117
110.63304,5.45194,530.8752,117
110.78187,5.99812,523.8477,117
110.9265,6.55802,516.8433,117
111.06642,7.13223,509.8631,117
111.20142,7.7212,502.9079,117
111.33099,8.32553,495.9792,117
111.45484,8.9457,489.078,117
111.57242,9.58217,482.2056,117
111.68323,10.23565,475.3633,117
111.78691,10.90679,468.5529,117
111.88291,11.59614,461.7758,117
111.97072,12.30451,455.034,117
112.04956,13.03255,448.3293,117
112.11907,13.78101,441.664,117
112.17846,14.55088,435.0404,117
112.22692,15.3427,428.4607,117
112.26384,16.15763,421.9281,117
112.28824,16.99639,415.4454,117
112.29937,17.85998,409.0158,117
112.29618,18.74932,402.6428,117
112.27749,19.66559,396.3301,117
112.2423,20.60965,390.0821,117
112.18931,21.58268,383.9031,117
112.11717,22.58568,377.798,117
112.02431,23.61991,371.7718,117
111.90898,24.6863,365.8303,117
111.76951,25.78609,359.9796,117
111.60367,26.92028,354.2261,117
111.40934,28.09011,348.5769,117
111.18381,29.29629,343.0394,117
110.92445,30.53998,337.6217,117
110.62807,31.82202,332.3323,117
110.29097,33.1431,327.1805,117
109.90924,34.50383,322.1759,117
109.4783,35.90441,317.3288,117
108.99306,37.34508,312.65,117
108.44762,38.82561,308.1508,117
107.83517,40.34543,303.8434,117
107.1483,41.90367,299.74,117
106.37801,43.49859,295.8536,117
105.51427,45.12826,292.1974,117
104.5452,46.78981,288.7849,117
103.45726,48.47961,285.6302,117
102.23464,50.19306,282.7469,117
100.85894,51.92457,280.149,117
99.30893,53.66743,277.8501,117
97.55993,55.41327,275.8635,117
95.58315,57.15237,274.2023,117
93.34647,58.87308,272.8784,117
90.81278,60.5619,271.9032,117
87.94156,62.20313,271.287,117
84.69008,63.7784,271.0388,117
81.01515,65.26713,271.1662,117
76.87833,66.64621,271.6757,117
72.25274,67.89054,272.5717,117
67.13242,68.9738,273.8574,117
61.54355,69.87042,275.5338,117
55.55355,70.55782,277.6006,117
49.27539,71.01918,280.0559,117
42.8602,71.24668,282.896,117
36.47767,71.24263,286.1157,117
30.29216,71.02018,289.7085,117
24.43835,70.60076,293.6665,117
19.00922,70.01164,297.981,117
14.05193,69.28252,302.6418,117
9.57697,68.44246,307.6385,117
5.56697,67.51859,312.9596,117
1.98892,66.53457,318.5931,117
358.80126,65.51072,324.5267,117
355.96043,64.46391,330.7478,117
353.42416,63.40806,337.2437,117
351.15312,62.35443,344.0014,117
349.11232,61.31199,351.0082,117
347.27077,60.28783,358.2511,117
345.60178,59.28755,365.7176,117
344.08148,58.31558,373.3949,117
342.68988,57.3753,381.271,117
341.40938,56.46927,389.3339,117
340.22502,55.59931,397.5715,117
339.12346,54.76688,405.9729,117
338.09356,53.97286,414.5266,117
337.12516,53.21782,423.2223,117
336.2098,52.50207,432.0494,117
335.33977,51.82574,440.9983,117
334.50846,51.18867,450.0595,117
333.7096,50.59067,459.2241,117
332.93826,50.03124,468.4837,117
332.18952,49.50987,477.8305,117
331.45905,49.02612,487.2573,117
330.74355,48.5792,496.7576,117
330.03916,48.16848,506.3253,117
329.34319,47.79296,515.9552,117
328.65279,47.45194,525.6428,117
327.96556,47.14442,535.3843,117
327.27955,46.86928,545.1768,117
326.59285,46.62544,555.0183,117
325.90387,46.41178,564.9073,117
325.21141,46.22697,574.8435,117
324.51445,46.06954,584.827,117
323.81209,45.93818,594.8591,117
323.10418,45.83122,604.9416,117
322.39038,45.74703,615.0769,117
321.6709,45.68367,625.2682,117
320.94618,45.63941,635.5188,117
320.21743,45.61204,645.8328,117
319.48559,45.59954,656.214,117
318.75231,45.59951,666.6663,117
318.01986,45.60968,677.1935,117
317.29048,45.62755,687.7989,117
316.56723,45.65066,698.485,117
315.85345,45.67624,709.2534,117
315.15263,45.70178,720.1051,117
314.46902,45.72457,731.0391,117
313.80693,45.74194,742.0536,117
313.17111,45.75111,753.1453,117
312.56641,45.7495,764.3091,117
311.9981,45.73457,775.5391,117
311.47097,45.70388,786.8277,117
310.99003,45.65503,798.1668,117
310.56005,45.58592,809.5477,117
310.18539,45.49464,820.9618,117
309.86967,45.37931,832.4009,117
309.61589,45.23868,843.8581,117
309.42623,45.07152,855.3282,117
309.30146,44.87716,866.8084,117
309.24144,44.65561,878.2988,117
309.24433,44.4072,889.8024,117
309.30671,44.13307,901.3253,117
309.42373,43.83515,912.876,117
309.5886,43.51613,924.4657,117
309.79292,43.17985,936.1057,117
310.02655,42.83114,947.8075,117
310.27817,42.47596,959.5806,117
310.53485,42.1211,971.4305,117
310.78278,41.77447,983.3583,117
311.00767,41.4446,995.3589,117
311.19496,41.14044,1007.4218,117
311.33058,40.87105,1019.5312,117
311.40145,40.64468,1031.6692,117
311.3963,40.46886,1043.8177,117
311.30633,40.34887,1055.9629,117
311.12619,40.28786,1068.099,117
310.85517,40.28543,1080.2301,117
310.49814,40.33773,1092.3712,117
310.06625,40.43641,1104.5459,117
309.57804,40.56931,1116.7807,117
309.05957,40.71982,1129.0977,117
308.54392,40.86872,1141.506,117
308.06918,40.99468,1153.9965,117
307.67587,41.07622,1166.5419,117
307.40211,41.09408,1179.104,117
307.27758,41.03306,1191.6482,117
307.31781,40.88527,1204.1606,117
307.51782,40.65245,1216.6587,117
307.8483,40.34877,1229.1887,117
308.25557,40.00162,1241.8039,117
308.66581,39.65186,1254.5328,117
308.99406,39.34853,1267.3535,117
309.15875,39.14145,1280.1992,117
309.09842,39.0683,1293.0011,117
308.79158,39.14129,1305.7481,117
308.27388,39.33666,1318.5107,117
307.64791,39.59126,1331.3878,117
307.07421,39.81344,1344.4026,117
306.73303,39.90602,1357.4555,117
306.75586,39.80063,1370.4265,117
307.1471,39.49367,1383.3437,117
307.73994,39.07142,1396.3755,117
308.23223,38.70207,1409.5744,117
