ra,dec,d,phase
308.31597,38.56786,1422.7493,117
307.86098,38.74563,1435.8005,117
307.0742,39.10853,1448.9629,117
306.48193,39.35699,1462.3074,117
306.58746,39.22143,1475.5224,117
307.32514,38.73382,1488.7304,117
102.09209,-11.76002,1369.4806,118
102.06815,-11.79905,1364.0853,118
102.04415,-11.83733,1358.6677,118
102.02014,-11.8747,1353.2277,118
101.99609,-11.91132,1347.7652,118
101.97198,-11.94695,1342.2801,118
101.94796,-11.98164,1336.7723,118
101.92394,-12.01544,1331.2416,118
101.90009,-12.04825,1325.6879,118
101.87633,-12.08013,1320.111,118
101.85271,-12.11093,1314.5108,118
101.82931,-12.14062,1308.8872,118
101.8061,-12.16932,1303.24,118
101.7832,-12.19687,1297.5692,118
101.76058,-12.22339,1291.8743,118
101.73823,-12.24866,1286.1555,118
101.7163,-12.27272,1280.4126,118
101.69478,-12.29558,1274.6454,118
101.67376,-12.31719,1268.8536,118
101.65321,-12.33747,1263.0373,118
101.63325,-12.35645,1257.1961,118
101.61385,-12.37406,1251.33,118
101.5951,-12.39024,1245.4389,118
101.57699,-12.40499,1239.5225,118
101.55971,-12.41823,1233.5806,118
101.54317,-12.43,1227.6132,118
101.52751,-12.44013,1221.6201,118
101.51277,-12.4487,1215.6011,118
101.49891,-12.45563,1209.5562,118
101.48616,-12.46091,1203.4851,118
101.47443,-12.46436,1197.3876,118
101.46376,-12.46609,1191.2638,118
101.45429,-12.4659,1185.1134,118
101.44617,-12.46385,1178.9363,118
101.43933,-12.45984,1172.7323,118
101.4338,-12.45387,1166.5014,118
101.42974,-12.44587,1160.2436,118
101.42725,-12.43577,1153.9585,118
101.42628,-12.4235,1147.6463,118
101.42693,-12.409,1141.3068,118
101.42929,-12.39224,1134.9398,118
101.43339,-12.3733,1128.5454,118
101.43939,-12.35179,1122.1236,118
101.44728,-12.32792,1115.6742,118
101.4571,-12.30155,1109.1973,118
101.46899,-12.27252,1102.6929,118
101.48295,-12.24105,1096.1609,118
101.49911,-12.20672,1089.6015,118
101.51752,-12.16964,1083.0146,118
101.53827,-12.12975,1076.4003,118
101.56145,-12.08701,1069.7588,118
101.58696,-12.04124,1063.0901,118
101.61508,-11.99253,1056.3944,118
101.64567,-11.9406,1049.6717,118
101.67899,-11.88556,1042.9224,118
101.71509,-11.82725,1036.1466,118
101.75383,-11.76564,1029.3444,118
101.79548,-11.70059,1022.5163,118
101.8399,-11.63204,1015.6624,118
101.88731,-11.56001,1008.7831,118
101.93775,-11.48435,1001.8786,118
101.99127,-11.40493,994.9493,118
102.04785,-11.32174,987.9957,118
102.10759,-11.23473,981.0182,118
102.17051,-11.14377,974.0172,118
102.23658,-11.04877,966.9931,118
102.30596,-10.94963,959.9465,118
102.3787,-10.84644,952.8779,118
102.45473,-10.73888,945.7879,118
102.53406,-10.62695,938.6771,118
102.61681,-10.51068,931.546,118
102.70297,-10.38986,924.3953,118
102.79253,-10.26447,917.2257,118
102.88544,-10.13442,910.0378,118
102.98183,-9.99954,902.8324,118
103.08169,-9.85981,895.6103,118
103.18491,-9.71527,888.3721,118
103.29154,-9.56557,881.1186,118
103.40164,-9.41088,873.8508,118
103.51509,-9.25092,866.5692,118
103.63187,-9.08569,859.275,118
103.752,-8.91506,851.9687,118
103.87541,-8.73907,844.6513,118
104.00206,-8.55749,837.3238,118
104.13197,-8.37031,829.9869,118
104.26493,-8.1774,822.6416,118
104.40107,-7.97858,815.2887,118
104.5402,-7.77394,807.9291,118
104.68224,-7.5633,800.5637,118
104.82725,-7.34661,793.1935,118
104.97501,-7.12366,785.8193,118
105.12551,-6.89443,778.442,118
105.27862,-6.65889,771.0624,118
105.43429,-6.41673,763.6815,118
105.59237,-6.16813,756.3002,118
105.75268,-5.91274,748.9192,118
105.91532,-5.65051,741.5394,118
106.07998,-5.38151,734.1617,118
106.24661,-5.10542,726.7867,118
106.41503,-4.82213,719.4155,118
106.58512,-4.53158,712.0487,118
106.75675,-4.23377,704.687,118
106.92975,-3.92833,697.3314,118
107.10405,-3.61532,689.9822,118
107.27939,-3.29446,682.6405,118
107.45565,-2.96571,675.3069,118
107.63263,-2.62887,667.982,118
107.81027,-2.28378,660.6665,118
107.98814,-1.93024,653.361,118
108.16636,-1.56823,646.0661,118
108.34447,-1.19746,638.7824,118
108.52237,-0.8177,631.5107,118
108.69994,-0.42883,624.2513,118
108.87693,-0.03058,617.0051,118
109.053,0.37716,609.7723,118
109.22802,0.7947,602.5537,118
109.40183,1.22223,595.3499,118
109.5741,1.66008,588.1615,118
109.74461,2.1085,580.9889,118
109.91309,2.56774,573.8328,118
110.07931,3.03813,566.6938,118
110.2429,3.51986,559.5726,118
110.4038,4.01347,552.4698,118
110.56141,4.51911,545.3861,118
110.71569,5.03733,538.3222,118
110.86626,5.56837,531.2789,118
111.0127,6.11281,524.257,118
111.15471,6.67082,517.2575,118
111.29203,7.24313,510.2812,118
111.4241,7.83,503.329,118
111.55069,8.43217,496.4023,118
111.6713,9.05003,489.5021,118
111.7855,9.6841,482.6297,118
111.89287,10.33512,475.7865,118
111.99285,11.00366,468.9741,118
112.085,11.69033,462.194,118
112.1688,12.39591,455.4482,118
112.24347,13.12108,448.7385,118
112.30855,13.86654,442.067,118
112.36334,14.63333,435.4362,118
112.40703,15.42199,428.8484,118
112.4389,16.23365,422.3065,118
112.45807,17.06907,415.8135,118
112.46377,17.92926,409.3725,118
112.45486,18.8151,402.9872,118
112.43034,19.72786,396.6612,118
112.38901,20.66832,390.3989,118
112.32954,21.63768,384.2047,118
112.25059,22.63694,378.0833,118
112.15065,23.6674,372.0401,118
112.02807,24.73005,366.0807,118
111.88076,25.82598,360.2112,118
111.70695,26.95639,354.4383,118
111.50411,28.12236,348.7689,118
111.2698,29.32475,343.2107,118
111.00115,30.56464,337.7717,118
110.6948,31.84283,332.4604,118
110.34736,33.16014,327.2864,118
109.95476,34.51715,322.2592,118
109.51234,35.91404,317.3894,118
109.01494,37.35108,312.6878,118
108.45649,38.82796,308.1658,118
107.83044,40.34423,303.8357,118
107.12892,41.89887,299.7099,118
106.34306,43.49022,295.8016,118
105.46271,45.11627,292.124,118
104.47586,46.77414,288.6909,118
103.36895,48.46014,285.5163,118
102.12588,50.16957,282.6143,118
100.72852,51.89684,279.9989,118
99.15503,53.63502,277.6839,118
97.38108,55.3757,275.6826,118
95.37779,57.10899,274.0084,118
93.11304,58.82308,272.6733,118
90.55023,60.50434,271.6887,118
87.64927,62.13685,271.0651,118
84.36835,63.70212,270.8116,118
80.66529,65.17933,270.9357,118
76.50403,66.54546,271.444,118
71.85994,67.77535,272.3409,118
66.7302,68.84299,273.6294,118
61.14417,69.72325,275.3107,118
55.17165,70.39421,277.3842,118
48.92655,70.83995,279.848,118
42.55845,71.05349,282.6981,118
36.23327,71.03784,285.9293,118
30.11,70.80642,289.5348,118
24.31841,70.38118,293.5065,118
18.94699,69.78897,297.8355,118
14.04029,69.05925,302.5116,118
9.60762,68.22065,307.5239,118
5.63163,67.29989,312.8609,118
2.08,66.32024,318.5103,118
358.91216,65.30175,324.4597,118
356.08554,64.26121,330.6963,118
353.55893,63.21221,337.2071,118
351.29393,62.16579,343.9792,118
349.25633,61.1308,350.9996,118
347.41557,60.11447,358.2552,118
345.74547,59.12229,365.7333,118
344.22266,58.15847,373.4213,118
342.82743,57.22642,381.3067,118
341.54241,56.32867,389.3778,118
340.35275,55.46708,397.6223,118
339.24535,54.643,406.0293,118
338.20917,53.85733,414.5873,118
337.23407,53.11064,423.2859,118
336.31178,52.40317,432.1147,118
335.43459,51.73506,441.064,118
334.59591,51.10614,450.1244,118
333.78969,50.51607,459.287,118
333.01082,49.96453,468.5436,118
332.25439,49.451,477.8864,118
331.51633,48.97481,487.3084,118
330.79317,48.53533,496.8031,118
330.08122,48.13178,506.3646,118
329.37762,47.76333,515.9879,118
328.6797,47.42911,525.6686,118
327.98513,47.12805,535.403,118
327.29178,46.8592,545.1884,118
326.59783,46.62139,555.023,118
325.90188,46.41337,564.9055,118
325.20263,46.23388,574.8355,118
324.49906,46.08145,584.8136,118
323.79037,45.95472,594.841,118
323.07641,45.85201,604.9195,118
322.35694,45.77163,615.0519,118
321.63209,45.71171,625.2413,118
320.9025,45.67039,635.4911,118
320.1693,45.64555,645.8052,118
319.43354,45.63511,656.1876,118
318.69699,45.6366,666.6421,118
317.96186,45.64785,677.1723,118
317.23038,45.66637,687.7814,118
316.50585,45.68955,698.4718,118
315.79134,45.71488,709.2449,118
315.09065,45.73964,720.1014,118
314.40808,45.76115,731.0401,118
313.74772,45.77688,742.059,118
313.11458,45.78392,753.1545,118
312.5132,45.77993,764.3215,118
311.94906,45.76222,775.5537,118
311.42674,45.72851,786.8435,118
310.95137,45.67632,798.1827,118
310.52748,45.60369,809.5626,118
310.1593,45.50876,820.9747,118
309.85046,45.38965,832.411,118
309.60391,45.24511,843.8647,118
309.42138,45.07412,855.3309,118
309.30371,44.87596,866.8072,118
309.25052,44.65073,878.294,118
309.25974,44.39888,889.7946,118
309.32792,44.12153,901.3154,118
309.44989,43.82081,912.8653,118
309.61886,43.49938,924.4552,118
309.82611,43.16129,936.0968,118
310.06152,42.81135,947.8012,118
310.31372,42.4556,959.5776,118
310.5697,42.1009,971.4311,118
310.81567,41.75519,983.3622,118
311.0374,41.427,995.3654,118
311.22044,41.12521,1007.4297,118
311.35086,40.85885,1019.5391,118
311.41557,40.63614,1031.6756,118
311.40391,40.46425,1043.8214,118
311.30705,40.34844,1055.9633,118
311.12012,40.29153,1068.0961,118
310.8427,40.29291,1080.2247,118
310.48013,40.34843,1092.3647,118
310.04389,40.44955,1104.5402,118
309.55312,40.58374,1116.7773,118
309.03396,40.73445,1129.0976,118
308.51973,40.88233,1141.5091,118
308.04869,41.00606,1154.0016,118
307.66107,41.08435,1166.547,118
307.39459,41.09819,1179.1071,118
307.27823,41.03271,1191.648,118
307.32638,40.88058,1204.1573,118
307.53306,40.64404,1216.6541,118
307.86798,40.33777,1229.1853,118
308.27656,39.98973,1241.8037,118
308.68464,39.64103,1254.5357,118
309.00749,39.34071,1267.3576,118
309.1642,39.13825,1280.2014,118
309.09482,39.07041,1292.9997,118
308.77971,39.14818,1305.7445,118
308.25673,39.34648,1318.5084,118
307.63009,39.60128,1331.3891,118
307.06121,39.82062,1344.406,118
306.72943,39.90799,1357.4568,118
306.76296,39.79673,1370.4241,118
307.16202,39.48537,1383.3411,118
307.75575,39.06245,1396.3768,118
308.2413,38.69684,1409.5772,118
308.31319,38.56947,1422.7483,118
307.84815,38.75296,1435.798,118
307.05976,39.11659,1448.9644,118
306.47729,39.35954,1462.3089,118
306.59661,39.21638,1475.52,118
307.33905,38.72596,1488.7312,118
102.14282,-11.73524,1369.3419,119
102.12007,-11.7737,1363.9428,119
102.09736,-11.81135,1358.5213,119
102.07465,-11.84811,1353.0774,119
102.05197,-11.88406,1347.6109,119
102.02925,-11.91903,1342.1217,119
102.00661,-11.95306,1336.6098,119
101.98406,-11.98615,1331.0749,119
101.9616,-12.01831,1325.517,119
101.93941,-12.04943,1319.9358,119
101.91726,-12.07953,1314.3313,119
101.89534,-12.10851,1308.7032,119
101.8737,-12.13647,1303.0516,119
101.85237,-12.16326,1297.3763,119
101.83141,-12.18899,1291.6769,119
101.81072,-12.21346,1285.9535,119
101.79044,-12.23673,1280.206,119
101.77068,-12.25876,1274.4341,119
101.75132,-12.27958,1268.6377,119
101.73252,-12.29901,1262.8167,119
101.71431,-12.31716,1256.9707,119
101.69675,-12.33388,1251.0999,119
101.67984,-12.34918,1245.204,119
101.66357,-12.36305,1239.2828,119
101.64814,-12.37541,1233.3361,119
101.63362,-12.38621,1227.364,119
101.6198,-12.39545,1221.3661,119
101.607,-12.4031,1215.3424,119
101.59525,-12.409,1209.2928,119
101.58443,-12.41336,1203.217,119
101.57481,-12.4158,1197.1149,119
101.56626,-12.4165,1190.9864,119
101.5589,-12.4153,1184.8314,119
101.55289,-12.41222,1178.6499,119
101.54816,-12.40719,1172.4415,119
101.54492,-12.40012,1166.2063,119
101.54306,-12.39105,1159.9442,119
101.54276,-12.37988,1153.655,119
101.54408,-12.3665,1147.3388,119
101.54702,-12.35089,1140.9953,119
101.55166,-12.33302,1134.6246,119
101.55823,-12.31287,1128.2266,119
101.5665,-12.29024,1121.8013,119
101.57676,-12.2652,1115.3486,119
101.58903,-12.23763,1108.8687,119
101.60329,-12.20743,1102.3613,119
101.61979,-12.1747,1095.8266,119
101.6384,-12.13916,1089.2647,119
101.65935,-12.10081,1082.6756,119
101.68254,-12.05971,1076.0593,119
101.70816,-12.01574,1069.4161,119
101.73629,-11.96866,1062.7459,119
101.76693,-11.91868,1056.049,119
101.80013,-11.86544,1049.3255,119
101.83596,-11.80911,1042.5756,119
101.87458,-11.74953,1035.7996,119
101.91601,-11.68655,1028.9975,119
101.96016,-11.62021,1022.1699,119
102.00726,-11.55029,1015.3168,119
102.05725,-11.47692,1008.4387,119
102.11028,-11.39992,1001.5359,119
102.16637,-11.31915,994.6087,119
102.22552,-11.23462,987.6575,119
102.28781,-11.14626,980.6829,119
102.3533,-11.05395,973.6852,119
102.42201,-10.95755,966.6649,119
102.49394,-10.85705,959.6226,119
102.56921,-10.75249,952.5586,119
102.64769,-10.64361,945.4738,119
102.72955,-10.5303,938.3686,119
102.81482,-10.41266,931.2437,119
102.90341,-10.29051,924.0996,119
102.99539,-10.16378,916.9371,119
103.09081,-10.03235,909.7568,119
103.18961,-9.89612,902.5596,119
103.29178,-9.75509,895.3461,119
103.3974,-9.6092,888.1171,119
103.50624,-9.45824,880.8732,119
103.61864,-9.30223,873.6154,119
103.7342,-9.14105,866.3445,119
103.85318,-8.97456,859.0613,119
103.97542,-8.8027,851.7666,119
104.10083,-8.62552,844.4612,119
104.22949,-8.44275,837.1461,119
104.3613,-8.25444,829.8221,119
104.49626,-8.06034,822.4901,119
104.63413,-7.86047,815.1509,119
104.77499,-7.65478,807.8054,119
104.91883,-7.44304,800.4545,119
105.06539,-7.2254,793.0991,119
105.21469,-7.00148,785.74,119
105.36673,-6.7713,778.3782,119
105.5212,-6.5349,771.0143,119
105.67813,-6.29192,763.6494,119
105.83749,-6.04251,756.2842,119
105.99899,-5.78636,748.9196,119
106.16265,-5.52347,741.5564,119
106.32832,-5.25381,734.1954,119
106.49579,-4.97716,726.8371,119
106.66497,-4.69336,719.4828,119
106.83574,-4.40236,712.1329,119
107.00797,-4.10414,704.7881,119
107.18148,-3.79835,697.4493,119
107.35613,-3.4851,690.117,119
107.53173,-3.16404,682.7919,119
107.70819,-2.83516,675.4748,119
107.88529,-2.49824,668.1663,119
108.06278,-2.15322,660.8669,119
108.24053,-1.79977,653.5772,119
108.41837,-1.43799,646.2979,119
108.59612,-1.06747,639.0295,119
108.77351,-0.68806,631.7726,119
108.95048,-0.2996,624.5276,119
109.12663,0.09808,617.2953,119
109.3018,0.50519,610.076,119
109.47585,0.92204,602.8705,119
109.64853,1.34878,595.6791,119
109.8195,1.78571,588.5024,119
109.98858,2.23313,581.341,119
110.15555,2.69128,574.1954,119
110.32012,3.16049,567.0663,119
110.48191,3.64093,559.9541,119
110.64084,4.13313,552.8597,119
110.79643,4.63731,545.7835,119
110.94845,5.15391,538.7263,119
111.0966,5.68323,531.6888,119
111.24048,6.22584,524.672,119
111.37995,6.782,517.6765,119
111.5144,7.35227,510.7034,119
111.64355,7.93704,503.7534,119
111.76696,8.53697,496.828,119
111.88434,9.15253,489.9282,119
111.99506,9.78416,483.0551,119
112.09888,10.43268,476.2102,119
112.19507,11.09858,469.3951,119
112.28326,11.78252,462.6113,119
112.36285,12.48525,455.8607,119
112.43324,13.20751,449.1452,119
112.49387,13.94999,442.467,119
112.54394,14.71367,435.8283,119
112.58274,15.49915,429.2315,119
112.60953,16.30756,422.6797,119
112.62344,17.13966,416.1758,119
112.62349,17.99639,409.7229,119
112.60882,18.87875,403.3247,119
112.57824,19.78794,396.9848,119
112.53061,20.72479,390.7076,119
112.46452,21.69047,384.4976,119
112.3788,22.68605,378.3596,119
112.27172,23.71278,372.2989,119
112.14163,24.77165,366.3211,119
111.9865,25.86379,360.4326,119
111.80444,26.99038,354.6399,119
111.59301,28.15254,348.9501,119
111.34972,29.35113,343.3707,119
111.07157,30.58723,337.9102,119
110.75538,31.86169,332.5769,119
110.39749,33.17527,327.3805,119
109.99377,34.52855,322.3308,119
109.53973,35.92179,317.4381,119
109.02993,37.35518,312.7137,119
108.45843,38.82848,308.169,119
107.8185,40.34117,303.8163,119
107.10215,41.89224,299.6684,119
106.30067,43.48004,295.7384,119
105.40338,45.10245,292.0397,119
104.39867,46.75664,288.5863,119
103.27242,48.43877,285.3924,119
102.00895,50.14419,282.4722,119
100.58938,51.86706,279.8397,119
98.9925,53.60052,277.5091,119
97.19335,55.3359,275.4938,119
95.16366,57.0633,273.8072,119
92.87085,58.77061,272.4615,119
90.27902,60.44411,271.4683,119
87.3485,62.0677,270.8381,119
84.03828,63.62267,270.5799,119
80.30781,65.08817,270.7016,119
76.12289,66.44109,271.2094,119
71.46153,67.65638,272.1079,119
66.3238,68.70825,273.4001,119
60.74218,69.57209,275.087,119
54.78884,70.22672,277.1679,119
48.5782,70.65701,279.6408,119
42.25785,70.85667,282.5016,119
35.99035,70.82965,285.7447,119
29.92947,70.58979,289.3634,119
24.19967,70.15897,293.3493,119
18.88544,69.56398,297.6933,119
14.02877,68.83389,302.3849,119
9.63792,67.99703,307.4131,119
5.69558,67.07958,312.7662,119
2.17007,66.10458,318.4317,119
359.02178,65.09183,324.3969,119
356.20929,64.05764,330.649,119
353.69227,63.01565,337.1748,119
351.43327,61.97663,343.9612,119
349.39878,60.94937,350.995,119
347.55878,59.94105,358.2631,119
345.88762,58.95704,365.7526,119
344.36236,58.00148,373.4509,119
342.96339,57.07792,381.3455,119
341.67379,56.18865,389.4244,119
340.47887,55.33551,397.6756,119
339.36558,54.51996,406.0878,119
338.32311,53.74273,414.6497,119
337.34133,53.00448,423.3509,119
336.41208,52.30538,432.181,119
335.5278,51.64548,441.1304,119
334.68174,51.0248,450.1896,119
333.86812,50.44274,459.3499,119
333.08167,49.89917,468.6033,119
332.31767,49.3934,477.9418,119
331.57206,48.92476,487.3588,119
330.84116,48.4928,496.8477,119
330.12168,48.09642,506.4029,119
329.41047,47.73502,516.0194,119
328.70511,47.40752,525.693,119
328.00311,47.113,535.4203,119
327.30242,46.85042,545.1987,119
326.60141,46.61849,555.0264,119
325.89847,46.4161,564.9023,119
325.19241,46.24191,574.8263,119
324.48222,46.09448,584.799,119
323.76727,45.97229,594.8218,119
323.04734,45.87374,604.8967,119
322.32219,45.79716,615.0263,119
321.59214,45.74053,625.214,119
320.85777,45.70207,635.463,119
320.1202,45.67968,645.7776,119
319.38071,45.67115,656.1614,119
318.64088,45.67416,666.6181,119
317.90315,45.6864,677.1515,119
317.16977,45.70542,687.7645,119
316.44397,45.72869,698.4592,119
315.72903,45.75356,709.237,119
315.02858,45.77747,720.0983,119
314.34705,45.7977,731.0417,119
313.68866,45.81165,742.065,119
313.0581,45.81665,753.1643,119
312.46037,45.81008,764.3343,119
311.90042,45.78961,775.5685,119
311.38303,45.75281,786.8594,119
310.91324,45.69729,798.1986,119
310.49557,45.62109,809.5774,119
310.134,45.52245,820.9874,119
309.83215,45.3995,832.4207,119
309.59273,45.2511,843.8708,119
309.41731,45.0763,855.3331,119
309.30675,44.87433,866.8055,119
309.26028,44.64548,878.2887,119
309.27581,44.39019,889.7865,119
309.34968,44.1097,901.3053,119
309.47659,43.80616,912.8544,119
309.64942,43.48245,924.4449,119
309.85959,43.14253,936.0882,119
310.0968,42.79137,947.7952,119
310.34946,42.43511,959.575,119
310.60452,42.0807,971.432,119
310.84843,41.73596,983.3664,119
311.0669,41.40951,995.3721,119
311.24549,41.11023,1007.4377,119
311.37062,40.84695,1019.5469,119
311.42927,40.62785,1031.6818,119
311.411,40.45995,1043.8248,119
311.30725,40.34831,1055.9634,119
311.11354,40.2955,1068.0929,119
310.82982,40.30063,1080.2192,119
310.46181,40.35931,1092.3583,119
310.02141,40.46274,1104.5346,119
309.52799,40.59829,1116.7742,119
309.00823,40.74913,1129.0978,119
308.49564,40.89588,1141.5124,119
308.02841,41.01732,1154.0068,119
307.6466,41.0923,1166.5521,119
307.3875,41.10206,1179.11,119
307.2792,41.03218,1191.6475,119
307.33528,40.87572,1204.1538,119
307.54862,40.63545,1216.6494,119
307.88787,40.32666,1229.182,119
308.29754,39.97783,1241.8036,119
308.70336,39.63025,1254.5388,119
309.02061,39.33308,1267.3617,119
309.16934,39.13524,1280.2034,119
309.09092,39.07269,1292.9981,119
308.76764,39.15519,1305.7408,119
308.23947,39.35635,1318.5061,119
307.61225,39.61129,1331.3905,119
307.04842,39.82768,1344.4093,119
306.72603,39.90985,1357.4581,119
306.77037,39.79266,1370.4217,119
307.17705,39.47701,1383.3387,119
307.77155,39.05348,1396.3782,119
308.25006,38.69179,1409.5798,119
308.31021,38.5712,1422.7472,119
307.83512,38.7604,1435.7956,119
307.04553,39.12454,1448.9661,119
306.47286,39.36197,1462.3104,119
306.60597,39.21122,1475.5175,119
307.35296,38.7181,1488.7321,119
102.19508,-11.70969,1369.2,120
